time,yaw_rate_deg,steering_angle_deg
10.38,-0.396041689,0.7
10.4,-0.465982826,0.7
10.42,-0.396041689,0.7
10.4399999999999,-0.465982826,0.7
10.46,-0.256159415,0.7
10.48,-0.6058651,0.7
10.5,-0.186218278,0.7
10.5199999999999,-0.535923963,0.7
10.5399999999999,-0.326100552,0.7
10.56,-0.186218278,0.7
10.58,-0.676680501,0.7
10.5999999999999,-0.046336003,0.7
10.62,-0.326100552,0.7
10.64,-0.465982826,0.8
10.66,-0.6058651,0.9
10.6799999999999,-0.326100552,1
10.6999999999999,-0.326100552,1
10.72,0.024479398,1.1
10.74,-0.256159415,1.2
10.76,-0.256159415,1.4
10.7799999999999,-0.186218278,1.6
10.8,-0.396041689,1.8
10.82,-0.186218278,1.8
10.84,-0.326100552,1.9
10.8599999999999,-0.396041689,2
10.8799999999999,0.093546271,2
10.9,-0.11627714,2
10.9199999999999,-0.396041689,2
10.9399999999999,-0.256159415,2.1
10.9599999999999,-0.535923963,2
10.9799999999999,-0.186218278,2
10.9999999999999,-0.396041689,2
11.0199999999999,-0.465982826,1.9
11.0399999999999,-0.396041689,1.9
11.0599999999999,-0.256159415,1.8
11.0799999999999,-0.6058651,1.8
11.0999999999999,-0.396041689,1.8
11.1199999999999,-0.326100552,1.8
11.1399999999999,-0.535923963,1.8
11.1599999999999,-0.326100552,1.6
11.1799999999999,-0.816562776,1.6
11.1999999999999,-0.326100552,1.6
11.2199999999999,-0.535923963,1.3
11.2399999999999,-0.396041689,1.3
11.2599999999999,-0.256159415,1.1
11.2799999999999,-0.465982826,1.1
11.2999999999999,-0.535923963,0.9
11.3199999999999,-0.535923963,0.7
11.3399999999999,-0.6058651,0.5
11.3599999999999,-0.6058651,0.3
11.3799999999999,-0.465982826,0.3
11.3999999999999,-0.535923963,0.2
11.4199999999999,-0.465982826,0.2
11.4399999999999,-0.396041689,0.2
11.4599999999999,-0.6058651,0.2
11.4799999999999,-0.186218278,0.2
11.4999999999999,-0.186218278,0.2
11.5199999999999,-0.326100552,0.2
11.5399999999999,-0.6058651,0.2
11.5599999999999,-0.885629649,0.2
11.5799999999999,-0.396041689,0.2
11.5999999999999,-0.326100552,0.2
11.6199999999999,-0.396041689,0.2
11.6399999999999,-0.396041689,0.2
11.6599999999999,-0.676680501,0.2
11.6799999999999,0.024479398,0.2
11.6999999999999,-0.396041689,0.2
11.7199999999999,-0.326100552,0.2
11.7399999999999,-0.326100552,0.2
11.7599999999999,-0.396041689,0.2
11.7799999999999,-0.465982826,0.2
11.7999999999999,-0.11627714,0.1
11.8199999999999,-0.046336003,0.1
11.8399999999999,-0.11627714,0.1
11.8599999999999,0.164361672,0.1
11.8799999999999,-0.046336003,0.1
11.8999999999999,-0.396041689,0
11.9199999999999,-0.326100552,0
11.9399999999999,-0.465982826,0
11.9599999999999,-0.256159415,0
11.9799999999999,-0.256159415,0
11.9999999999999,-0.396041689,0
12.0199999999999,-0.186218278,0
12.0399999999999,-0.6058651,0
12.0599999999999,-0.326100552,0
12.0799999999999,0.093546271,0
12.0999999999999,-0.11627714,0
12.1199999999999,-0.256159415,0
12.1399999999999,-0.326100552,0
12.1599999999999,-0.396041689,0
12.1799999999999,-0.186218278,0
12.1999999999999,-0.186218278,0
12.2199999999999,-0.396041689,0
12.2399999999999,-0.465982826,0
12.2599999999999,-0.326100552,0
12.2799999999999,-0.535923963,0
12.2999999999999,-0.465982826,0
12.3199999999999,-0.11627714,0
12.3399999999999,-0.465982826,0
12.3599999999999,-0.396041689,0
12.3799999999999,-0.745747374,0
12.3999999999999,-0.676680501,0
12.4199999999999,-0.465982826,0
12.4399999999999,-0.465982826,0
12.4599999999999,-0.396041689,0
12.4799999999999,-0.256159415,0
12.4999999999999,-0.326100552,0
12.5199999999999,-0.465982826,0
12.5399999999999,-0.676680501,0
12.5599999999999,-0.396041689,0
12.5799999999999,-0.465982826,0
12.5999999999999,-0.535923963,0
12.6199999999999,-0.396041689,0
12.6399999999999,-0.326100552,0
12.6599999999999,-0.326100552,0.1
12.6799999999999,-0.396041689,0.1
12.6999999999999,-0.676680501,0.1
12.7199999999999,-0.465982826,0.1
12.7399999999999,-0.256159415,0.2
12.7599999999999,-0.535923963,0.2
12.7799999999999,-0.676680501,0.2
12.7999999999999,-0.465982826,0.2
12.8199999999999,-0.535923963,0.2
12.8399999999999,-0.186218278,0.2
12.8599999999999,-0.535923963,0.2
12.8799999999999,-0.465982826,0.3
12.8999999999999,-0.676680501,0.3
12.9199999999999,-0.465982826,0.4
12.9399999999999,-0.535923963,0.4
12.9599999999999,-0.6058651,0.5
12.9799999999999,-0.326100552,0.5
12.9999999999999,-0.535923963,0.6
13.0199999999999,-0.535923963,0.6
13.0399999999999,-0.6058651,0.6
13.0599999999999,-0.465982826,0.6
13.0799999999999,-0.535923963,0.7
13.0999999999999,-0.6058651,0.7
13.1199999999999,-0.6058651,0.7
13.1399999999999,-0.535923963,0.7
13.1599999999999,-0.6058651,0.7
13.1799999999999,-0.816562776,0.7
13.1999999999999,-0.676680501,0.8
13.2199999999999,-0.535923963,0.8
13.2399999999999,-0.745747374,0.8
13.2599999999999,-0.676680501,0.9
13.2799999999999,-0.6058651,1
13.2999999999999,-0.465982826,1
