time,yaw_rate_deg,steering_angle_deg
1.62,-0.396041689,1.1
1.64,-0.745747374,1.1
1.66,-0.535923963,1.1
1.68,-0.816562776,1
1.7,-0.326100552,0.9
1.72,-0.535923963,0.9
1.74,-0.256159415,0.9
1.76,-0.396041689,0.8
1.78,-0.256159415,0.7
1.8,-0.256159415,0.7
1.82,-0.465982826,0.6
1.84,-0.396041689,0.6
1.86,-0.6058651,0.6
1.88,-0.186218278,0.5
1.9,-0.465982826,0.4
1.92,-0.326100552,0.3
1.94,-0.326100552,0.3
1.96,0.024479398,0.3
1.98,-0.326100552,0.3
2,-0.326100552,0.3
2.02,-1.236209598,2.3
2.04,-1.025511923,2.3
2.06,-0.816562776,2.3
2.08,-0.885629649,2.3
2.1,-0.885629649,2.3
2.12,-1.165394197,2.3
2.14,-0.95644505,2.3
2.16,-0.816562776,2.3
2.18,-1.096327324,2.3
2.2,-0.95644505,2.3
2.22,-1.165394197,2.3
2.24,-1.025511923,2.3
2.26,-0.676680501,2.3
2.28,-1.025511923,2.3
2.3,-1.025511923,2.3
2.32,-1.165394197,2.3
2.34,-1.236209598,2.3
2.36,-0.95644505,2.3
2.38,-0.885629649,2.3
2.4,-1.165394197,2.3
2.42,-1.236209598,2.3
2.44,-1.165394197,2.3
2.46,-0.95644505,2.3
2.48,-1.165394197,2.3
2.5,-1.236209598,2.3
2.52,-0.6058651,2.3
2.54,-1.025511923,2.3
2.56,-1.165394197,2.3
2.58,-0.885629649,2.3
2.6,-1.165394197,2.3
2.62,-1.096327324,2.3
2.64,-1.025511923,2.3
2.66,-0.816562776,2.3
2.68,-0.816562776,2.3
2.7,-1.025511923,2.3
2.72,-1.096327324,2.3
2.74,-0.885629649,2.3
2.76,-1.025511923,2.3
2.78,-1.096327324,2.3
2.8,-1.096327324,2.3
2.82,-1.306150735,2.3
2.84,-0.95644505,2.3
2.86,-0.95644505,2.3
2.88,-1.096327324,2.3
2.9,-1.165394197,2.3
2.92,-1.236209598,2.3
2.94,-1.44603301,2.3
2.96,-1.236209598,2.3
2.98,-0.95644505,2.3
3,-2.280955334,4.1
3.02,-2.210139932,4
3.04,-2.14107306,3.8
3.06,-2.280955334,3.7
3.08,-2.420837608,3.5
3.1,-2.350022207,3.5
3.12,-2.350022207,3.4
3.14,-2.14107306,3.4
3.16,-2.14107306,3.1
3.18,-2.000316521,3.1
3.2,-2.000316521,3.1
3.22,-2.210139932,3.1
3.24,-2.14107306,3.1
3.26,-2.210139932,3.1
3.28,-1.930375384,3.1
3.3,-1.860434247,3.1
3.32,-1.720551973,3.1
3.34,-1.860434247,3.1
3.36,-1.720551973,3.1
3.38,-1.860434247,3.1
3.4,-1.720551973,3.1
3.42,-2.000316521,3.1
3.44,-2.000316521,3.1
3.46,-1.860434247,3.1
3.48,-1.720551973,3.1
3.5,-1.650610836,3.1
3.52,-1.650610836,3.1
3.54,-1.510728561,3.1
3.56,-1.579795434,3.1
3.58,-1.720551973,3.1
3.6,-1.510728561,3.1
3.62,-1.720551973,3.1
3.64,-1.579795434,3.1
3.66,-1.720551973,3.1
3.68,-1.579795434,3.1
3.7,-1.510728561,3.2
3.72,-1.43991316,3.2
3.74,-1.650610836,3.3
3.76,-1.860434247,3.3
3.78,-1.79049311,3.3
3.8,-1.720551973,3.3
3.82,-1.79049311,3.4
3.84,-1.650610836,3.4
3.86,-1.79049311,3.4
3.88,-1.720551973,3.4
3.9,-1.720551973,3.5
3.92,-1.930375384,3.6
3.94,-2.210139932,3.6
3.96,-1.79049311,3.6
3.98,-2.070257658,3.7
4,-1.930375384,3.8
4.02,-1.860434247,4
4.04,-1.79049311,4.1
4.06,-1.860434247,4.1
4.08,-2.000316521,4.3
4.1,-2.070257658,4.3
4.12,-2.000316521,4.4
4.14,-2.070257658,4.5
4.16,-2.000316521,4.5
4.18,-2.14107306,4.5
4.2,-2.070257658,4.5
4.22,-2.000316521,4.4
4.24,-2.070257658,4.4
4.26,-2.14107306,4.4
4.28,-2.280955334,4.4
4.3,-2.420837608,4.4
4.32,-2.280955334,4.4
4.34,-2.14107306,4.4
4.36,-2.000316521,4.4
4.38,-2.070257658,4.4
4.4,-2.14107306,4.4
4.42,-2.489904481,4.4
4.44,-1.236209598,3
4.46,-1.306150735,3
4.48,-1.655856421,3
4.5,-1.306150735,3
4.52,-1.44603301,3
4.54,-1.655856421,3
4.56,-1.655856421,3
4.58,-1.236209598,3
4.6,-1.236209598,2.9
4.62,-1.515974147,2.9
4.64,-1.44603301,2.9
4.66,-1.655856421,2.7
4.68,-1.655856421,2.5
4.7,-1.795738695,2.4
4.72,-1.515974147,2.4
4.74,-1.165394197,2.4
4.76,-1.306150735,2.3
4.78,-1.376091872,2.3
4.8,-1.236209598,2.3
4.82,-1.236209598,2.3
4.84,-1.096327324,2.3
4.86,-1.306150735,2.3
4.88,-1.236209598,2.3
4.9,-1.236209598,2.3
4.92,-1.165394197,2.3
4.94,-1.165394197,2.3
4.96,-1.236209598,2.3
4.98,-1.376091872,2.3
5,0.055079,-1.5
5.02,-0.01574,-1.5
5.04,0.055079,-1.5
5.06,0.124146,-1.5
5.08,-0.01574,-1.5
5.1,-0.01574,-1.5
5.12,-0.0848,-1.5
5.14,0.055079,-1.5
5.16,-0.01574,-1.5
5.18,-0.15562,-1.5
5.2,-0.01574,-1.5
5.22,0.055079,-1.5
5.24,-0.01574,-1.5
5.26,0.124146,-1.5
5.28,-0.01574,-1.5
5.3,-0.01574,-1.5
5.32,-0.01574,-1.5
5.34,0.194961,-1.5
5.36,0.124146,-1.5
5.38,0.055079,-1.5
5.4,-0.01574,-1.5
5.42,0.055079,-1.5
5.44,-0.01574,-1.5
5.46,0.055079,-1.5
5.48,0.055079,-1.5
5.5,-0.01574,-1.5
5.52,-0.01574,-1.5
5.54,-0.0848,-1.5
5.56,-0.0848,-1.5
5.58,-0.01574,-1.5
5.6,-0.0848,-1.5
5.62,-0.0848,-1.5
5.64,-0.0848,-1.5
5.66,-0.01574,-1.5
5.68,-0.15562,-1.5
5.7,-0.01574,-1.5
5.72,0.055079,-1.5
5.74,-0.01574,-1.5
5.76,-0.0848,-1.5
5.78,-0.0848,-1.5
5.8,-0.0848,-1.5
5.82,-0.01574,-1.5
5.84,0.055079,-1.5
5.86,-0.0848,-1.5
5.88,0.055079,-1.5
5.9,-0.0848,-1.5
5.92,-0.0848,-1.5
5.94,-0.0848,-1.5
5.96,-0.01574,-1.5
5.98,0.124146,-1.5
6,0.055079,-1.5
6.02,-0.01574,-1.5
6.04,-0.15562,-1.5
6.06,0.055079,-1.5
6.08,-0.0848,-1.5
6.1,-0.15562,-1.5
6.12,0.055079,-1.5
6.14,0.124146,-1.5
6.16,0.124146,-1.5
6.18,-0.0848,-1.5
6.2,-0.01574,-1.5
6.22,-0.01574,-1.5
6.24,-0.01574,-1.5
6.26,-0.0848,-1.5
6.28,-0.01574,-1.5
6.3,-0.01574,-1.5
6.32,0.055079,-1.5
6.34,0.124146,-1.5
6.36,0.055079,-1.5
6.38,-0.01574,-1.5
6.4,0.124146,-1.5
6.42,-0.0848,-1.5
6.44,-0.01574,-1.5
6.46,-0.0848,-1.5
6.48,-0.0848,-1.5
6.5,-0.01574,-1.5
6.52,0.055079,-1.5
6.54,-0.01574,-1.5
6.56,-0.01574,-1.5
6.58,0.055079,-1.5
6.6,0.055079,-1.5
6.62,-0.01574,-1.5
6.64,0.124146,-1.5
6.66,-0.01574,-1.5
6.68,0.055079,-1.5
6.7,0.124146,-1.5
6.72,0.124146,-1.5
6.74,-0.01574,-1.5
6.76,-0.01574,-1.5
6.78,-0.01574,-1.5
6.8,-0.01574,-1.5
6.82,-0.0848,-1.5
6.84,-0.01574,-1.5
6.86,0.124146,-1.5
6.88,-0.01574,-1.5
6.9,0.055079,-1.5
6.92,0.055079,-1.5
6.94,0.124146,-1.5
6.96,-0.0848,-1.5
6.98,-0.0848,-1.5
7,-0.01574,-1.5
7.02,-0.01574,-1.5
7.04,0.055079,-1.5
7.06,0.055079,-1.5
7.08,-0.01574,-1.5
7.1,-0.01574,-1.5
7.12,0.124146,-1.5
7.14,0.055079,-1.5
7.16,-0.15562,-1.5
7.18,-0.0848,-1.5
7.2,-0.01574,-1.5
7.22,0.055079,-1.5
7.24,0.124146,-1.5
7.26,-0.01574,-1.5
7.28,-0.01574,-1.5
7.3,-0.0848,-1.5
7.32,-0.01574,-1.5
7.34,0.474725,-1.5
7.36,0.055079,-1.5
7.38,-0.01574,-1.5
7.4,0.055079,-1.5
7.42,-0.01574,-1.5
7.44,-0.15562,-1.5
7.46,0.055079,-1.5
7.48,0.055079,-1.5
7.5,0.055079,-1.5
7.52,-0.0848,-1.5
7.54,-0.01574,-1.5
7.56,0.055079,-1.5
7.58,-0.0848,-1.5
7.6,0.055079,-1.5
7.62,-0.0848,-1.5
7.64,-0.0848,-1.5
7.66,0.124146,-1.5
7.68,-0.0848,-1.5
7.7,-0.01574,-1.5
7.72,-0.01574,-1.5
7.74,-0.0848,-1.5
7.76,-0.0848,-1.5
7.78,0.055079,-1.5
7.8,0.055079,-1.5
7.82,-0.0848,-1.5
7.84,0.055079,-1.5
7.86,-0.22556,-1.5
7.88,-0.22556,-1.5
7.9,0.055079,-1.5
7.92,0.055079,-1.5
7.94,-0.01574,-1.5
7.96,-0.15562,-1.5
7.98,0.055079,-1.5
8,0.124146,-1.5
8.02,0.124146,-1.5
8.04,-0.15562,-1.5
8.06,0.055079,-1.5
8.08,0.055079,-1.5
8.1,-0.0848,-1.5
8.12,0.264902,-1.5
8.14,0.055079,-1.5
8.16,0.124146,-1.5
8.18,-0.0848,-1.5
8.2,-0.15562,-1.5
8.22,-0.01574,-1.5
8.24,-0.0848,-1.5
8.26,0.124146,-1.5
8.28,-0.0848,-1.5
8.3,-0.01574,-1.5
8.32,-0.01574,-1.5
8.34,-0.01574,-1.5
8.36,-0.0848,-1.5
8.38,-0.01574,-1.5
8.4,-0.01574,-1.5
8.42,-0.01574,-1.5
8.44,-0.0848,-1.5
8.46,0.124146,-1.5
8.48,0.055079,-1.5
8.5,-0.01574,-1.5
8.52,-0.01574,-1.5
8.54,0.055079,-1.5
8.56,0.055079,-1.5
8.57999999999999,-0.01574,-1.5
8.59999999999999,-0.01574,-1.5
8.61999999999999,0.124146,-1.5
8.63999999999999,-0.01574,-1.5
8.65999999999999,-0.0848,-1.5
8.67999999999999,0.194961,-1.5
8.69999999999999,-0.15562,-1.5
8.71999999999999,-0.0848,-1.5
8.73999999999999,-0.15562,-1.5
8.75999999999999,-0.15562,-1.5
8.77999999999999,-0.01574,-1.5
8.79999999999999,0.124146,-1.5
8.81999999999999,0.194961,-1.5
8.83999999999999,0.194961,-1.5
8.85999999999999,0.055079,-1.5
8.87999999999999,0.055079,-1.5
8.89999999999999,0.055079,-1.5
8.91999999999999,-0.01574,-1.5
8.93999999999999,-0.01574,-1.5
8.95999999999999,-0.01574,-1.5
8.97999999999999,0.055079,-1.5
8.99999999999999,0.194961,-1.5
9.01999999999999,-0.01574,-1.5
9.03999999999998,0.055079,-1.5
9.05999999999998,-0.0848,-1.5
9.07999999999998,-0.01574,-1.5
9.09999999999998,-0.01574,-1.5
9.11999999999998,-0.0848,-1.5
9.13999999999998,-0.0848,-1.5
9.15999999999998,-0.0848,-1.5
9.17999999999998,-0.01574,-1.5
9.19999999999998,0.055079,-1.5
9.21999999999998,0.055079,-1.5
9.23999999999998,0.055079,-1.5
9.25999999999998,-0.01574,-1.5
9.27999999999998,0.055079,-1.5
9.29999999999998,0.055079,-1.5
9.31999999999998,-0.0848,-1.5
9.33999999999998,0.055079,-1.5
9.35999999999998,-0.01574,-1.5
9.37999999999998,-0.01574,-1.5
9.39999999999998,-0.01574,-1.5
9.41999999999998,-0.0848,-1.5
9.43999999999998,-0.01574,-1.5
9.45999999999998,0.055079,-1.5
9.47999999999998,-0.01574,-1.5
9.49999999999997,0.055079,-1.5
9.51999999999997,0.124146,-1.5
9.53999999999997,0.055079,-1.5
9.55999999999997,0.055079,-1.5
9.57999999999997,-0.01574,-1.5
9.59999999999997,-0.01574,-1.5
9.61999999999997,0.055079,-1.5
9.63999999999997,-0.01574,-1.5
9.65999999999997,-0.0848,-1.5
9.67999999999997,-0.01574,-1.5
9.69999999999997,-0.01574,-1.5
9.71999999999997,-0.0848,-1.5
9.73999999999997,-0.01574,-1.5
9.75999999999997,-0.0848,-1.5
9.77999999999997,0.124146,-1.5
9.79999999999997,-0.0848,-1.5
9.81999999999997,-0.0848,-1.5
9.83999999999997,0.055079,-1.5
9.85999999999997,0.124146,-1.5
9.87999999999997,0.055079,-1.5
9.89999999999997,-0.01574,-1.5
9.91999999999997,-0.01574,-1.5
9.93999999999997,-0.01574,-1.5
9.95999999999997,0.194961,-1.5
9.97999999999996,0.124146,-1.5
9.99999999999996,-0.01574,-1.5
10.02,-0.0848,-1.5
10.04,0.055079,-1.5
10.06,-0.01574,-1.5
10.08,0.055079,-1.5
10.1,0.055079,-1.5
10.12,-0.0848,-1.5
10.14,-0.22556,-1.5
10.16,-0.0848,-1.5
10.18,-0.01574,-1.5
10.2,0.055079,-1.5
10.22,-0.01574,-1.5
10.24,0.055079,-1.5
10.26,0.124146,-1.5
10.28,0.055079,-1.5
10.3,-0.01574,-1.5
10.32,-0.0848,-1.5
10.34,-0.01574,-1.5
10.36,-0.01574,-1.5
10.38,-0.01574,-1.5
10.4,-0.15562,-1.5
10.42,-0.22556,-1.5
10.4399999999999,-0.01574,-1.5
10.46,-0.01574,-1.5
10.48,-0.0848,-1.5
10.5,0.055079,-1.5
10.5199999999999,0.124146,-1.5
10.5399999999999,0.055079,-1.5
10.56,-0.01574,-1.5
10.58,-0.2955,-1.5
10.5999999999999,-0.22556,-1.5
10.62,0.055079,-1.5
10.64,0.194961,-1.5
10.66,-0.0848,-1.5
10.6799999999999,-0.0848,-1.5
10.6999999999999,-0.0848,-1.5
10.72,0.124146,-1.5
10.74,-0.0848,-1.5
10.76,-0.01574,-1.5
10.7799999999999,0.124146,-1.5
10.8,-0.0848,-1.5
10.82,-0.15562,-1.5
10.84,-0.22556,-1.5
10.8599999999999,0.194961,-1.5
10.8799999999999,-0.01574,-1.5
10.9,-0.01574,-1.5
10.9199999999999,-0.22556,-1.5
10.9399999999999,0.055079,-1.5
10.9599999999999,0.055079,-1.5
10.9799999999999,0.124146,-1.5
10.9999999999999,0.124146,-1.5
11.0199999999999,0.055079,-1.5
11.0399999999999,0.264902,-1.5
11.0599999999999,0.124146,-1.5
11.0799999999999,0.055079,-1.5
11.0999999999999,-0.01574,-1.5
11.1199999999999,0.264902,-1.5
11.1399999999999,0.124146,-1.5
11.1599999999999,0.124146,-1.5
11.1799999999999,0.124146,-1.5
11.1999999999999,0.055079,-1.5
11.2199999999999,0.124146,-1.5
11.2399999999999,-0.0848,-1.5
11.2599999999999,-0.0848,-1.5
11.2799999999999,0.055079,-1.5
11.2999999999999,-0.01574,-1.5
11.3199999999999,-0.01574,-1.5
11.3399999999999,0.055079,-1.5
11.3599999999999,0.124146,-1.5
11.3799999999999,0.194961,-1.5
11.3999999999999,0.124146,-1.5
11.4199999999999,-0.01574,-1.5
11.4399999999999,-0.01574,-1.5
11.4599999999999,0.055079,-1.5
11.4799999999999,-0.01574,-1.5
11.4999999999999,-0.01574,-1.5
11.5199999999999,-0.01574,-1.5
11.5399999999999,-0.01574,-1.5
11.5599999999999,0.055079,-1.5
11.5799999999999,0.055079,-1.5
11.5999999999999,0.055079,-1.5
11.6199999999999,-0.01574,-1.5
11.6399999999999,0.055079,-1.5
11.6599999999999,-0.0848,-1.5
11.6799999999999,-0.01574,-1.5
11.6999999999999,-0.0848,-1.5
11.7199999999999,-0.0848,-1.5
11.7399999999999,-0.01574,-1.5
11.7599999999999,-0.01574,-1.5
11.7799999999999,-0.0848,-1.5
11.7999999999999,-0.01574,-1.5
11.8199999999999,0.055079,-1.5
11.8399999999999,0.055079,-1.5
11.8599999999999,-0.01574,-1.5
11.8799999999999,-0.01574,-1.5
11.8999999999999,-0.0848,-1.5
11.9199999999999,0.055079,-1.5
11.9399999999999,-0.01574,-1.5
11.9599999999999,-0.01574,-1.5
11.9799999999999,-0.0848,-1.5
11.9999999999999,0.055079,-1.5
12.0199999999999,-0.01574,-1.5
12.0399999999999,-0.01574,-1.5
12.0599999999999,-0.01574,-1.5
12.0799999999999,-0.0848,-1.5
12.0999999999999,-0.0848,-1.5
12.1199999999999,-0.01574,-1.5
12.1399999999999,-0.01574,-1.5
12.1599999999999,0.194961,-1.5
12.1799999999999,0.055079,-1.5
12.1999999999999,0.055079,-1.5
12.2199999999999,-0.0848,-1.5
12.2399999999999,0.055079,-1.5
12.2599999999999,0.124146,-1.5
12.2799999999999,0.055079,-1.5
12.2999999999999,-0.01574,-1.5
12.3199999999999,-0.0848,-1.5
12.3399999999999,-0.01574,-1.5
12.3599999999999,-0.01574,-1.5
12.3799999999999,-0.01574,-1.5
12.3999999999999,0.055079,-1.5
12.4199999999999,0.055079,-1.5
12.4399999999999,-0.01574,-1.5
12.4599999999999,-0.01574,-1.5
12.4799999999999,-0.0848,-1.5
12.4999999999999,0.055079,-1.5
12.5199999999999,0.055079,-1.5
12.5399999999999,-0.0848,-1.5
12.5599999999999,-0.0848,-1.5
12.5799999999999,-0.01574,-1.5
12.5999999999999,0.055079,-1.5
12.6199999999999,0.055079,-1.5
12.6399999999999,0.124146,-1.5
12.6599999999999,0.055079,-1.5
12.6799999999999,-0.01574,-1.5
12.6999999999999,0.055079,-1.5
12.7199999999999,0.124146,-1.5
12.7399999999999,-0.01574,-1.5
12.7599999999999,-0.01574,-1.5
12.7799999999999,-0.0848,-1.5
12.7999999999999,0.055079,-1.5
12.8199999999999,-0.01574,-1.5
12.8399999999999,-0.15562,-1.5
12.8599999999999,-0.01574,-1.5
12.8799999999999,0.055079,-1.5
12.8999999999999,-0.01574,-1.5
12.9199999999999,0.124146,-1.5
12.9399999999999,-0.01574,-1.5
12.9599999999999,-0.01574,-1.5
12.9799999999999,-0.01574,-1.5
12.9999999999999,0.194961,-1.5
13.0199999999999,0.124146,-1.5
13.0399999999999,0.055079,-1.5
13.0599999999999,-0.01574,-1.5
13.0799999999999,0.055079,-1.5
13.0999999999999,-0.01574,-1.5
13.1199999999999,0.055079,-1.5
13.1399999999999,0.055079,-1.5
13.1599999999999,-0.01574,-1.5
13.1799999999999,-0.01574,-1.5
13.1999999999999,-0.0848,-1.5
13.2199999999999,-0.0848,-1.5
13.2399999999999,-0.01574,-1.5
13.2599999999999,-0.0848,-1.5
13.2799999999999,-0.0848,-1.5
13.2999999999999,-0.0848,-1.5
13.3199999999999,-0.01574,-1.5
13.3399999999999,-0.15562,-1.5
13.3599999999999,-0.01574,-1.5
13.3799999999999,0.055079,-1.5
13.3999999999999,-0.01574,-1.5
13.4199999999999,-0.0848,-1.5
13.4399999999999,-0.0848,-1.5
13.4599999999999,-0.0848,-1.5
13.4799999999999,-0.01574,-1.5
13.4999999999999,0.055079,-1.5
13.5199999999999,-0.0848,-1.5
13.5399999999999,0.055079,-1.5
13.5599999999999,-0.0848,-1.5
13.5799999999999,-0.0848,-1.5
13.5999999999999,-0.0848,-1.5
13.6199999999999,-0.01574,-1.5
13.6399999999999,0.124146,-1.5
13.6599999999999,0.055079,-1.5
13.6799999999999,-0.01574,-1.5
13.6999999999999,-0.15562,-1.5
13.7199999999999,0.055079,-1.5
13.7399999999999,-0.0848,-1.5
13.7599999999999,-0.15562,-1.5
13.7799999999999,0.055079,-1.5
13.7999999999999,0.124146,-1.5
13.8199999999999,0.124146,-1.5
13.8399999999999,-0.0848,-1.5
13.8599999999999,-0.01574,-1.5
13.8799999999999,-0.01574,-1.5
13.8999999999999,-0.01574,-1.5
13.9199999999999,-0.0848,-1.5
13.9399999999999,-0.01574,-1.5
13.9599999999999,-0.01574,-1.5
13.9799999999999,0.055079,-1.5
13.9999999999999,0.124146,-1.5
14.0199999999999,0.055079,-1.5
14.0399999999999,-0.01574,-1.5
14.0599999999999,0.124146,-1.5
14.0799999999999,-0.0848,-1.5
14.0999999999999,-0.01574,-1.5
14.1199999999999,-0.0848,-1.5
14.1399999999999,-0.0848,-1.5
14.1599999999999,-0.01574,-1.5
14.1799999999999,0.055079,-1.5
14.1999999999999,-0.01574,-1.5
14.2199999999999,-0.01574,-1.5
14.2399999999999,0.055079,-1.5
14.2599999999999,0.055079,-1.5
14.2799999999999,-0.01574,-1.5
14.2999999999999,0.124146,-1.5
14.3199999999999,-0.01574,-1.5
14.3399999999999,0.055079,-1.5
14.3599999999999,0.124146,-1.5
14.3799999999999,0.124146,-1.5
14.3999999999999,-0.01574,-1.5
14.4199999999999,-0.01574,-1.5
14.4399999999999,-0.01574,-1.5
14.4599999999999,-0.01574,-1.5
14.4799999999999,-0.0848,-1.5
14.4999999999999,-0.01574,-1.5
14.5199999999999,0.124146,-1.5
14.5399999999999,-0.01574,-1.5
14.5599999999999,0.055079,-1.5
14.5799999999999,0.055079,-1.5
14.5999999999999,0.124146,-1.5
14.6199999999999,-0.0848,-1.5
14.6399999999999,-0.0848,-1.5
14.6599999999999,-0.01574,-1.5
14.6799999999999,-0.01574,-1.5
14.6999999999999,0.055079,-1.5
14.7199999999999,0.055079,-1.5
14.7399999999999,-0.01574,-1.5
14.7599999999999,-0.01574,-1.5
14.7799999999999,0.124146,-1.5
14.7999999999999,0.055079,-1.5
14.8199999999999,-0.15562,-1.5
14.8399999999999,-0.0848,-1.5
14.8599999999999,-0.01574,-1.5
14.8799999999999,0.055079,-1.5
14.8999999999999,0.124146,-1.5
14.9199999999999,-0.01574,-1.5
14.9399999999999,-0.01574,-1.5
14.9599999999999,-0.0848,-1.5
14.9799999999999,-0.01574,-1.5
14.9999999999999,0.474725,-1.5
15.0199999999999,0.055079,-1.5
15.0399999999999,-0.01574,-1.5
15.0599999999999,0.055079,-1.5
15.0799999999999,-0.01574,-1.5
15.0999999999999,-0.15562,-1.5
15.1199999999999,0.055079,-1.5
15.1399999999999,0.055079,-1.5
15.1599999999999,0.055079,-1.5
15.1799999999999,-0.0848,-1.5
15.1999999999999,-0.01574,-1.5
15.2199999999998,0.055079,-1.5
15.2399999999998,-0.0848,-1.5
15.2599999999999,0.055079,-1.5
15.2799999999999,-0.0848,-1.5
15.2999999999999,-0.0848,-1.5
15.3199999999999,0.124146,-1.5
15.3399999999999,-0.0848,-1.5
15.3599999999999,-0.01574,-1.5
15.3799999999998,-0.01574,-1.5
15.3999999999998,-0.0848,-1.5
15.4199999999999,-0.0848,-1.5
15.4399999999999,0.055079,-1.5
15.4599999999998,0.055079,-1.5
15.4799999999999,-0.0848,-1.5
15.4999999999999,0.055079,-1.5
15.5199999999999,-0.22556,-1.5
15.5399999999998,-0.22556,-1.5
15.5599999999998,0.055079,-1.5
15.5799999999998,0.055079,-1.5
15.5999999999998,-0.01574,-1.5
15.6199999999998,-0.15562,-1.5
15.6399999999998,0.055079,-1.5
15.6599999999998,0.124146,-1.5
15.6799999999998,0.124146,-1.5
15.6999999999998,-0.15562,-1.5
15.7199999999998,0.055079,-1.5
15.7399999999998,0.055079,-1.5
15.7599999999998,-0.0848,-1.5
15.7799999999998,0.264902,-1.5
15.7999999999998,0.055079,-1.5
15.8199999999998,0.124146,-1.5
15.8399999999998,-0.0848,-1.5
15.8599999999998,-0.15562,-1.5
15.8799999999998,-0.01574,-1.5
15.8999999999998,-0.0848,-1.5
15.9199999999998,0.124146,-1.5
15.9399999999998,-0.0848,-1.5
15.9599999999998,-0.01574,-1.5
15.9799999999998,-0.01574,-1.5
15.9999999999998,-0.01574,-1.5
16.0199999999998,-0.0848,-1.5
16.0399999999998,-0.01574,-1.5
16.0599999999998,-0.01574,-1.5
16.0799999999998,-0.01574,-1.5
16.0999999999998,-0.0848,-1.5
16.1199999999998,0.124146,-1.5
16.1399999999998,0.055079,-1.5
16.1599999999998,-0.01574,-1.5
16.1799999999998,-0.01574,-1.5
16.1999999999998,0.055079,-1.5
16.2199999999998,0.055079,-1.5
16.2399999999998,-0.01574,-1.5
16.2599999999998,-0.01574,-1.5
16.2799999999998,0.124146,-1.5
16.2999999999998,-0.01574,-1.5
16.3199999999998,-0.0848,-1.5
16.3399999999998,0.194961,-1.5
16.3599999999998,-0.15562,-1.5
16.3799999999998,-0.0848,-1.5
16.3999999999998,-0.15562,-1.5
16.4199999999998,-0.15562,-1.5
16.4399999999998,-0.01574,-1.5
16.4599999999998,0.124146,-1.5
16.4799999999998,0.194961,-1.5
16.4999999999998,0.194961,-1.5
16.5199999999998,0.055079,-1.5
16.5399999999998,0.055079,-1.5
16.5599999999998,0.055079,-1.5
16.5799999999998,-0.01574,-1.5
16.5999999999998,-0.01574,-1.5
16.6199999999998,-0.01574,-1.5
16.6399999999998,0.055079,-1.5
16.6599999999998,0.194961,-1.5
16.6799999999998,-0.01574,-1.5
16.6999999999998,0.055079,-1.5
16.7199999999998,-0.0848,-1.5
16.7399999999998,-0.01574,-1.5
16.7599999999998,-0.01574,-1.5
