time,yaw_rate_deg,steering_angle_deg
7.56,-0.01574,-1.5
7.58,-0.0848,-1.5
7.6,-0.01574,-1.5
7.62,0.124146,-1.5
7.64,-0.01574,-1.5
7.66,0.055079,-1.5
7.68,0.055079,-1.5
7.7,0.124146,-1.5
7.72,-0.0848,-1.5
7.74,-0.0848,-1.5
7.76,-0.01574,-1.5
7.78,-0.01574,-1.5
7.8,0.055079,-1.5
7.82,0.055079,-1.5
7.84,-0.01574,-1.5
7.86,-0.01574,-1.5
7.88,0.124146,-1.5
7.9,0.055079,-1.5
7.92,-0.15562,-1.5
7.94,-0.0848,-1.5
7.96,-0.01574,-1.5
7.98,0.055079,-1.5
8,0.124146,-1.5
8.02,-0.01574,-1.5
8.04,-0.01574,-1.5
8.06,-0.0848,-1.5
8.08,-0.01574,-1.5
8.1,0.474725,-1.5
8.12,0.055079,-1.5
8.14,-0.01574,-1.5
8.16,0.055079,-1.5
8.18,-0.01574,-1.5
8.2,-0.15562,-1.5
8.22,0.055079,-1.5
8.24,0.055079,-1.5
8.26,0.055079,-1.5
8.28,-0.0848,-1.5
8.3,-0.01574,-1.5
8.32,0.055079,-1.5
8.34,-0.0848,-1.5
8.36,0.055079,-1.5
8.38,-0.0848,-1.5
8.4,-0.0848,-1.5
8.42,0.124146,-1.5
8.44,-0.0848,-1.5
8.46,-0.01574,-1.5
8.48,-0.01574,-1.5
8.5,-0.0848,-1.5
8.52,-0.0848,-1.5
8.54,0.055079,-1.5
8.56,0.055079,-1.5
8.57999999999999,-0.0848,-1.5
8.59999999999999,0.055079,-1.5
8.61999999999999,-0.22556,-1.5
8.63999999999999,-0.22556,-1.5
8.65999999999999,0.055079,-1.5
8.67999999999999,0.055079,-1.5
8.69999999999999,-0.01574,-1.5
8.71999999999999,-0.15562,-1.5
8.73999999999999,0.055079,-1.5
8.75999999999999,0.124146,-1.5
8.77999999999999,0.124146,-1.5
8.79999999999999,-0.15562,-1.5
8.81999999999999,0.055079,-1.5
8.83999999999999,0.055079,-1.5
8.85999999999999,-0.0848,-1.5
8.87999999999999,0.264902,-1.5
8.89999999999999,0.055079,-1.5
8.91999999999999,0.124146,-1.5
8.93999999999999,-0.0848,-1.5
8.95999999999999,-0.15562,-1.5
8.97999999999999,-0.01574,-1.5
8.99999999999999,-0.0848,-1.5
9.01999999999999,0.124146,-1.5
9.03999999999998,-0.0848,-1.5
9.05999999999998,-0.01574,-1.5
9.07999999999998,-0.01574,-1.5
9.09999999999998,-0.01574,-1.5
9.11999999999998,-0.0848,-1.5
9.13999999999998,-0.01574,-1.5
9.15999999999998,-0.01574,-1.5
9.17999999999998,-0.01574,-1.5
9.19999999999998,-0.0848,-1.5
9.21999999999998,0.124146,-1.5
9.23999999999998,0.055079,-1.5
9.25999999999998,-0.01574,-1.5
9.27999999999998,-0.01574,-1.5
9.29999999999998,0.055079,-1.5
9.31999999999998,0.055079,-1.5
9.33999999999998,-0.01574,-1.5
9.35999999999998,-0.01574,-1.5
9.37999999999998,0.124146,-1.5
9.39999999999998,-0.01574,-1.5
9.41999999999998,-0.0848,-1.5
9.43999999999998,0.194961,-1.5
9.45999999999998,-0.15562,-1.5
9.47999999999998,-0.0848,-1.5
9.49999999999997,-0.15562,-1.5
9.51999999999997,-0.15562,-1.5
9.53999999999997,-0.01574,-1.5
9.55999999999997,0.124146,-1.5
9.57999999999997,0.194961,-1.5
9.59999999999997,0.194961,-1.5
9.61999999999997,0.055079,-1.5
9.63999999999997,0.055079,-1.5
9.65999999999997,0.055079,-1.5
9.67999999999997,-0.01574,-1.5
9.69999999999997,-0.01574,-1.5
9.71999999999997,-0.01574,-1.5
9.73999999999997,0.055079,-1.5
9.75999999999997,0.194961,-1.5
9.77999999999997,-0.01574,-1.5
9.79999999999997,0.055079,-1.5
9.81999999999997,-0.0848,-1.5
9.83999999999997,-0.01574,-1.5
9.85999999999997,-0.01574,-1.5
9.87999999999997,-0.0848,-1.5
9.89999999999997,-0.0848,-1.5
9.91999999999997,-0.0848,-1.5
9.93999999999997,-0.01574,-1.5
9.95999999999997,0.055079,-1.5
9.97999999999996,0.055079,-1.5
9.99999999999996,0.055079,-1.5
10.02,-0.01574,-1.5
10.04,0.055079,-1.5
10.06,0.055079,-1.5
10.08,-0.0848,-1.5
10.1,0.055079,-1.5
10.12,-0.01574,-1.5
10.14,-0.01574,-1.5
10.16,-0.01574,-1.5
10.18,-0.0848,-1.5
10.2,-0.01574,-1.5
10.22,0.055079,-1.5
10.24,-0.01574,-1.5
10.26,0.055079,-1.5
10.28,0.124146,-1.5
10.3,0.055079,-1.5
10.32,0.055079,-1.5
10.34,-0.01574,-1.5
10.36,-0.01574,-1.5
10.38,0.055079,-1.5
10.4,-0.01574,-1.5
10.42,-0.0848,-1.5
10.4399999999999,-0.01574,-1.5
10.46,-0.01574,-1.5
10.48,-0.0848,-1.5
10.5,-0.01574,-1.5
10.5199999999999,-0.0848,-1.5
10.5399999999999,0.124146,-1.5
10.56,-0.0848,-1.5
10.58,-0.0848,-1.5
10.5999999999999,0.055079,-1.5
10.62,0.124146,-1.5
10.64,0.055079,-1.5
10.66,-0.01574,-1.5
10.6799999999999,-0.01574,-1.5
10.6999999999999,-0.01574,-1.5
